Batting Average (bin),height weight ratio,HR is 0,Highest BA,BA is 0,Search for name BA,Search for name HR,Right Handed,Home Runs,Home Runs ,Home Runs (bins of 20),Number of Players,Weight ranges (pounds),Weight (lb) ,Batting Average,Handedness,Height (inches),Name,Weight
0.00,0.411111111,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,74,Phil Huffman,180
0.26,0.384210526,False,False,False,True,True,False,16,10,0,1,190,190,0.274,Left,73,Terry Francona,190
0.22,0.357142857,False,False,False,True,True,True,81,80,80,1,210,210,0.23,Right,75,John Bateman,210
0.19,0.422857143,False,False,False,True,True,True,6,0,0,1,175,175,0.193,Right,74,Luis Pujols,175
0.24,0.384210526,False,False,False,True,True,True,21,20,20,1,190,190,0.241,Right,73,Joe Gaines,190
0.24,0.355769231,False,False,False,True,True,True,155,150,140,1,205,205,0.251,Right,74,Doug Rader,208
0.24,0.394594595,False,False,False,True,True,True,117,110,100,1,185,185,0.248,Right,73,Mickey Stanley,185
0.00,0.385,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,77,Steve Brown,200
0.00,0.389473684,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,74,Rick Lysander,190
0.28,0.389189189,False,False,False,True,True,True,78,70,60,1,185,185,0.286,Right,72,Phil Bradley,185
0.22,0.424242424,False,False,False,True,True,True,3,0,0,1,165,165,0.23,Right,70,Winston Llenas,165
0.26,0.394444444,False,False,False,True,True,True,36,30,20,1,180,180,0.261,Right,71,Charlie Moore,180
0.29,0.383783784,False,True,False,True,True,False,75,70,60,1,185,185,0.306,Left,71,Ralph Garr,185
0.15,0.416666667,False,False,False,True,True,True,5,0,0,1,180,180,0.157,Right,75,Tommy John,180
0.24,0.417142857,False,False,False,True,True,True,18,10,0,1,175,175,0.242,Right,73,Bruce Benedict,175
0.26,0.328888889,False,False,False,True,True,True,69,60,60,1,225,225,0.262,Right,74,John Ellis,225
0.26,0.405555556,False,False,False,True,True,False,64,60,60,1,180,180,0.267,Both,73,Wes Parker,180
0.00,0.378947368,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,72,Mel Stottlemyre,190
0.26,0.441176471,False,False,False,True,True,True,31,30,20,1,170,170,0.268,Right,75,David Green,170
0.26,0.430303030,False,False,False,True,True,True,22,20,20,1,165,165,0.266,Right,71,Reid Nichols,165
0.26,0.357142857,False,False,False,True,True,True,116,110,100,1,210,210,0.261,Right,75,Rick Reichardt,210
0.15,0.4,False,False,False,True,True,True,5,0,0,1,180,180,0.164,Right,72,Luis Tiant,180
0.00,0.4,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,74,Alex Sanchez,185
0.26,0.388888889,False,False,False,True,True,False,8,0,0,1,180,180,0.271,Left,70,Broderick Perkins,180
0.26,0.375,False,False,False,True,True,True,78,70,60,1,200,200,0.267,Right,75,Leon Roberts,200
0.14,0.385,False,False,False,True,True,True,1,0,0,1,200,200,0.151,Right,77,Ray Burris,200
0.24,0.361904762,False,False,False,True,True,False,37,30,20,1,210,210,0.253,Left,76,Len Gabrielson,210
0.24,0.345454545,False,False,False,True,True,False,81,80,80,1,220,220,0.242,Left,76,Johnny Edwards,220
0.00,0.417647059,True,False,True,True,True,True,0,0,0,1,170,170,0,Right,71,Paul Wilmet,170
0.24,0.389473684,False,False,False,True,True,True,65,60,60,1,190,190,0.249,Right,74,Tom Grieve,190
0.00,0.4,True,False,True,True,True,False,0,0,0,1,180,180,0,Left,72,Bruce Ellingsen,180
0.21,0.38,False,False,False,True,True,True,12,10,0,1,200,200,0.213,Right,76,Bob Forsch,200
0.00,0.389743590,True,False,True,True,True,False,0,0,0,1,195,195,0,Left,76,Gorman Heimueller,195
0.28,0.423529412,False,False,False,True,True,True,66,60,60,1,170,170,0.276,Right,72,Danny Cater,170
0.22,0.37,False,False,False,True,True,True,61,60,60,1,200,200,0.24,Right,74,Bill Schroeder,200
0.22,0.378947368,False,False,False,True,True,False,55,50,40,1,190,190,0.233,Left,72,Clay Dalrymple,190
0.26,0.355,False,False,False,True,True,False,90,90,80,1,200,200,0.274,Left,71,Carlos May,200
0.28,0.4,False,False,False,True,True,False,314,310,300,1,180,180,0.287,Both,72,Reggie Smith,180
0.15,0.362790698,True,False,False,True,True,True,0,0,0,1,215,215,0.158,Right,78,Ron Reed,215
0.00,0.394736842,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,75,Fred Howard,190
0.26,0.429411765,False,False,False,True,True,True,136,130,120,1,170,170,0.261,Right,73,Davey Johnson,170
0.28,0.370731707,False,False,False,True,True,True,123,120,120,1,205,205,0.278,Right,76,Ellis Valentine,205
0.26,0.4375,False,False,False,True,True,False,160,160,160,1,160,160,0.271,Both,70,Roy White,160
0.22,0.358974359,False,False,False,True,True,False,5,0,0,1,195,195,0.229,Left,70,Mike Brumley,195
0.22,0.4,False,False,False,True,True,False,33,30,20,1,175,175,0.235,Left,70,Al Luplow,175
0.00,0.389473684,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,74,John Hoover,190
0.28,0.379679144,False,False,False,True,True,True,351,350,340,1,185,185,0.292,Right,71,Dick Allen,187
0.22,0.375,False,False,False,True,True,True,17,10,0,1,200,200,0.236,Right,75,Doug Ault,200
0.24,0.436363636,False,False,False,True,True,True,3,0,0,1,165,165,0.243,Right,72,Mark Wagner,165
0.00,0.379310345,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,77,Mike Walters,203
0.28,0.393617021,False,False,False,True,True,False,475,470,460,1,185,185,0.282,Left,74,Willie Stargell,188
0.19,0.361904762,False,False,False,True,True,False,13,10,0,1,210,210,0.201,Left,76,Steve Carlton,210
0.24,0.447852761,False,False,False,True,True,True,35,30,20,1,160,160,0.25,Right,73,Jake Wood,163
0.26,0.405555556,False,False,False,True,True,False,87,80,80,1,180,180,0.258,Left,73,Del Unser,180
0.24,0.383783784,False,False,False,True,True,True,17,10,0,1,185,185,0.242,Right,71,Bob Brower,185
0.12,0.36,False,False,False,True,True,True,1,0,0,1,200,200,0.123,Right,72,Ray Culp,200
0.22,0.379487179,False,False,False,True,True,True,33,30,20,1,195,195,0.236,Right,74,Ivan Murrell,195
0.26,0.405555556,False,False,False,True,True,False,93,90,80,1,180,180,0.259,Both,73,Lee Mazzilli,180
0.26,0.417647059,False,False,False,True,True,True,20,20,20,1,170,170,0.258,Right,71,Garth Iorg,170
0.24,0.4,False,False,False,True,True,False,90,90,80,1,185,185,0.245,Both,74,Alan Ashby,185
0.24,0.352380952,False,False,False,True,True,True,91,90,80,1,210,210,0.247,Right,74,Bob Brenly,210
0.29,0.374358974,False,False,False,True,True,False,52,50,40,1,195,195,0.293,Left,73,Ron Blomberg,195
0.19,0.369230769,False,False,False,True,True,True,7,0,0,1,195,195,0.201,Right,72,Jim Rooker,195
0.22,0.417647059,False,False,False,True,True,False,6,0,0,1,170,170,0.228,Both,71,Tim Blackwell,170
0.00,0.4,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,74,Colby Ward,185
0.26,0.451612903,False,False,False,True,True,True,95,90,80,1,155,155,0.259,Right,70,Jerry Morales,155
0.26,0.405882353,False,False,False,True,True,True,155,150,140,1,170,170,0.263,Right,69,Davey Lopes,170
0.22,0.378947368,False,False,False,True,True,True,6,0,0,1,190,190,0.226,Right,72,Catfish Hunter,190
0.12,0.413793103,False,False,False,True,True,True,1,0,0,1,170,170,0.132,Right,72,Mario Soto,174
0.24,0.4375,False,False,False,True,True,True,291,290,280,1,160,160,0.25,Right,70,Jimmy Wynn,160
0.24,0.378947368,False,False,False,True,True,True,6,0,0,1,190,190,0.241,Right,72,Hank Allen,190
0.26,0.384210526,False,False,False,True,True,True,151,150,140,1,190,190,0.265,Right,73,Jim Fregosi,190
0.22,0.440251572,False,False,False,True,True,True,1,0,0,1,155,155,0.24,Right,70,Pepe Frias,159
0.26,0.379487179,False,False,False,True,True,True,548,540,540,1,195,195,0.267,Right,74,Mike Schmidt,195
0.26,0.423529412,False,False,False,True,True,False,139,130,120,1,170,170,0.275,Left,72,Willie Montanez,170
0.24,0.44375,False,False,False,True,True,True,29,20,20,1,160,160,0.243,Right,71,Rey Quinones,160
0.26,0.383783784,False,False,False,True,True,False,6,0,0,1,185,185,0.26,Left,71,Mike Squires,185
0.24,0.360975610,False,False,False,True,True,False,54,50,40,1,205,205,0.255,Left,74,Champ Summers,205
0.24,0.43125,False,False,False,True,True,False,9,0,0,1,160,160,0.241,Both,69,Wayne Tolleson,160
0.21,0.430303030,False,False,False,True,True,False,13,10,0,1,165,165,0.217,Both,71,Vic Harris,165
0.26,0.405714286,False,False,False,True,True,False,45,40,40,1,175,175,0.268,Both,71,Tito Fuentes,175
0.22,0.426035503,False,False,False,True,True,False,2,0,0,1,165,165,0.24,Both,72,Chico Ruiz,169
0.26,0.391304348,False,False,False,True,True,False,1,0,0,1,180,180,0.274,Both,72,Darrell Brown,184
0.26,0.389189189,False,False,False,True,True,False,24,20,20,1,185,185,0.274,Both,72,Steve Ontiveros,185
0.24,0.384210526,False,False,False,True,True,False,65,60,60,1,190,190,0.255,Both,73,Butch Wynegar,190
0.24,0.435294118,False,False,False,True,True,False,6,0,0,1,170,170,0.25,Both,74,Wilbur Howard,170
0.22,0.404371585,False,False,False,True,True,False,15,10,0,1,180,180,0.229,Both,74,Gene Michael,183
0.28,0.4,False,False,False,True,True,False,70,70,60,1,185,185,0.289,Both,74,Jerry Mumphrey,185
0.21,0.393617021,False,False,False,True,True,False,14,10,0,1,185,185,0.217,Both,74,Darrel Chaney,188
0.22,0.389473684,False,False,False,True,True,False,31,30,20,1,190,190,0.232,Both,74,Buck Rodgers,190
0.24,0.379487179,False,False,False,True,True,False,72,70,60,1,195,195,0.247,Both,74,Mike Young,195
0.00,0.384615385,True,False,True,True,True,False,0,0,0,1,195,195,0,Both,75,Gary Lance,195
0.26,0.418181818,False,False,False,True,True,False,7,0,0,1,165,165,0.275,Left,69,Jerry Remy,165
0.24,0.466666667,False,False,False,True,True,False,7,0,0,1,150,150,0.245,Left,70,Curt Ford,150
0.26,0.4375,False,False,False,True,True,False,2,0,0,1,160,160,0.27,Left,70,Jack Perconte,160
0.26,0.4,False,False,False,True,True,False,10,10,0,1,175,175,0.268,Left,70,Tom Poquette,175
0.24,0.393258427,False,False,False,True,True,False,9,0,0,1,175,175,0.255,Left,70,Bill Sharp,178
0.24,0.388888889,False,False,False,True,True,False,26,20,20,1,180,180,0.251,Left,70,Jesse Gonder,180
0.26,0.353535354,False,False,False,True,True,False,25,20,20,1,195,195,0.266,Left,70,Gail Hopkins,198
0.24,0.430303030,False,False,False,True,True,False,30,30,20,1,165,165,0.257,Left,71,Dave Rader,165
0.22,0.408045977,False,False,False,True,True,False,13,10,0,1,170,170,0.224,Left,71,Bob Burda,174
0.22,0.394444444,False,False,False,True,True,False,14,10,0,1,180,180,0.237,Left,71,Ed Stroud,180
0.22,0.364102564,False,False,False,True,True,False,85,80,80,1,195,195,0.238,Left,71,Ed Kirkpatrick,195
0.26,0.423529412,False,False,False,True,True,False,32,30,20,1,170,170,0.259,Left,72,Rowland Office,170
0.26,0.411428571,False,False,False,True,True,False,28,20,20,1,175,175,0.269,Left,72,Rick Miller,175
0.24,0.4,False,False,False,True,True,False,13,10,0,1,180,180,0.256,Left,72,Tom O'Malley,180
0.00,0.393442623,True,False,True,True,True,False,0,0,0,1,180,180,0,Left,72,Jerry Augustine,183
0.24,0.369230769,False,False,False,True,True,False,95,90,80,1,195,195,0.243,Left,72,Mike Jorgensen,195
0.24,0.367346939,False,False,False,True,True,False,31,30,20,1,195,195,0.25,Left,72,Leron Lee,196
0.24,0.434523810,False,False,False,True,True,False,68,60,60,1,165,165,0.253,Left,73,Art Shamsky,168
0.22,0.429411765,False,False,False,True,True,False,7,0,0,1,170,170,0.237,Left,73,Jerry Kenney,170
0.21,0.421965318,False,False,False,True,True,False,4,0,0,1,170,170,0.215,Left,73,Tom Matchick,173
0.21,0.417142857,False,False,False,True,True,False,62,60,60,1,175,175,0.22,Left,73,Ellie Hendricks,175
0.24,0.417142857,False,False,False,True,True,False,12,10,0,1,175,175,0.254,Left,73,Brian Asselstine,175
0.22,0.405555556,False,False,False,True,True,False,18,10,0,1,180,180,0.237,Left,73,Harry Spilman,180
0.26,0.405555556,False,False,False,True,True,False,18,10,0,1,180,180,0.268,Left,73,Rick Leach,180
0.24,0.394594595,False,False,False,True,True,False,166,160,160,1,185,185,0.246,Left,73,Dwayne Murphy,185
0.00,0.365,True,False,True,True,True,False,0,0,0,1,200,200,0,Left,73,Dan Morogiello,200
0.29,0.448484848,False,False,False,True,True,False,241,240,240,1,165,165,0.298,Left,74,Cecil Cooper,165
0.00,0.411111111,True,False,True,True,True,False,0,0,0,1,180,180,0,Left,74,Larry Rothschild,180
0.28,0.411111111,False,False,False,True,True,False,182,180,180,1,180,180,0.279,Left,74,Willie Davis,180
0.24,0.4,False,False,False,True,True,False,12,10,0,1,185,185,0.248,Left,74,Larry Harlow,185
0.26,0.4,False,False,False,True,True,False,15,10,0,1,185,185,0.265,Left,74,Daryl Sconiers,185
0.22,0.37,False,False,False,True,True,False,21,20,20,1,200,200,0.224,Left,74,Dick Nen,200
0.00,0.360975610,True,False,True,True,True,False,0,0,0,1,205,205,0,Left,74,Mike Willis,205
0.24,0.326086957,False,False,False,True,True,False,130,130,120,1,230,230,0.244,Left,75,Mike Epstein,230
0.24,0.389743590,False,False,False,True,True,False,134,130,120,1,195,195,0.257,Left,76,Tom Haller,195
0.19,0.387755102,False,False,False,True,True,False,20,20,20,1,195,195,0.201,Left,76,Doug Frobel,196
0.26,0.38,False,False,False,True,True,False,208,200,200,1,200,200,0.261,Left,76,Jason Thompson,200
0.26,0.361904762,False,False,False,True,True,False,62,60,60,1,210,210,0.265,Left,76,Dave Revering,210
0.00,0.366666667,True,False,True,True,True,False,0,0,0,1,210,210,0,Left,77,Jeff Holly,210
0.00,0.366666667,True,False,True,True,True,False,0,0,0,1,210,210,0,Left,77,John Poloni,210
0.24,0.439189189,False,False,False,True,True,True,41,40,40,1,145,145,0.242,Right,65,Freddie Patek,148
0.22,0.401197605,False,False,False,True,True,True,3,0,0,1,165,165,0.239,Right,67,Ron Brand,167
0.21,0.46,True,False,False,True,True,True,0,0,0,1,150,150,0.21,Right,69,Luis Gomez,150
0.22,0.46,False,False,False,True,True,True,1,0,0,1,150,150,0.237,Right,69,Gil Garrido,150
0.21,0.405882353,False,False,False,True,True,True,11,10,0,1,170,170,0.223,Right,69,Jimmie Schaffer,170
0.21,0.392045455,True,False,False,True,True,True,0,0,0,1,175,175,0.213,Right,69,Mick Kelleher,176
0.24,0.445859873,False,False,False,True,True,True,16,10,0,1,155,155,0.242,Right,70,Pepe Mangual,157
0.26,0.4375,False,False,False,True,True,True,79,70,60,1,160,160,0.259,Right,70,Bert Campaneris,160
0.26,0.424242424,False,False,False,True,True,True,148,140,140,1,165,165,0.271,Right,70,Sixto Lezcano,165
0.00,0.411764706,True,False,True,True,True,True,0,0,0,1,170,170,0,Right,70,Todd Fischer,170
0.26,0.411764706,False,False,False,True,True,True,86,80,80,1,170,170,0.263,Right,70,Ed Charles,170
0.26,0.4,False,False,False,True,True,True,109,100,100,1,175,175,0.26,Right,70,Phil Garner,175
0.26,0.4,False,False,False,True,True,True,14,10,0,1,175,175,0.267,Right,70,Bubba Morton,175
0.24,0.378378378,False,False,False,True,True,True,11,10,0,1,185,185,0.248,Right,70,Steve Nicosia,185
0.24,0.378378378,False,False,False,True,True,True,39,30,20,1,185,185,0.252,Right,70,Jerry Grote,185
0.26,0.378378378,False,False,False,True,True,True,316,310,300,1,185,185,0.261,Right,70,Ron Cey,185
0.26,0.370370370,False,False,False,True,True,True,12,10,0,1,185,185,0.26,Right,70,Bobby Valentine,189
0.24,0.368421053,False,False,False,True,True,True,38,30,20,1,190,190,0.244,Right,70,Floyd Rayford,190
0.24,0.473333333,False,False,False,True,True,True,118,110,100,1,150,150,0.257,Right,71,Leo Cardenas,150
0.24,0.44375,False,False,False,True,True,True,22,20,20,1,160,160,0.246,Right,71,Marty Perez,160
0.24,0.44375,False,False,False,True,True,True,8,0,0,1,160,160,0.247,Right,71,Ed Romero,160
0.24,0.430303030,False,False,False,True,True,True,4,0,0,1,165,165,0.253,Right,71,Jerry Terrell,165
0.21,0.417647059,False,False,False,True,True,True,2,0,0,1,170,170,0.207,Right,71,Tom Lawless,170
0.26,0.417647059,False,False,False,True,True,True,19,10,0,1,170,170,0.27,Right,71,Alan Bannister,170
0.22,0.405714286,False,False,False,True,True,True,4,0,0,1,175,175,0.237,Right,71,Jackie Gutierrez,175
0.24,0.405714286,False,False,False,True,True,True,4,0,0,1,175,175,0.248,Right,71,Junior Kennedy,175
0.21,0.387978142,False,False,False,True,True,True,26,20,20,1,180,180,0.22,Right,71,Bob Coluccio,183
0.12,0.383783784,False,False,False,True,True,True,9,0,0,1,185,185,0.133,Right,71,Dave McNally,185
0.24,0.383783784,False,False,False,True,True,True,16,10,0,1,185,185,0.245,Right,71,Ellie Rodriguez,185
0.21,0.373684211,False,False,False,True,True,True,3,0,0,1,190,190,0.215,Right,71,Skip Jutze,190
0.24,0.436363636,False,False,False,True,True,True,9,0,0,1,165,165,0.248,Right,72,Luis Melendez,165
0.22,0.411428571,False,False,False,True,True,True,9,0,0,1,175,175,0.226,Right,72,Bob Barton,175
0.22,0.411428571,False,False,False,True,True,True,4,0,0,1,175,175,0.232,Right,72,Ron Gardenhire,175
0.22,0.411428571,False,False,False,True,True,True,10,10,0,1,175,175,0.233,Right,72,Ron Davis,175
0.26,0.411428571,False,False,False,True,True,True,46,40,40,1,175,175,0.263,Right,72,Bill Russell,175
0.00,0.4,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,72,Tom McCarthy,180
0.24,0.4,False,False,False,True,True,True,43,40,40,1,180,180,0.257,Right,72,Rich Dauer,180
0.22,0.389189189,False,False,False,True,True,True,32,30,20,1,185,185,0.225,Right,72,John Kennedy,185
0.24,0.389189189,False,False,False,True,True,True,24,20,20,1,185,185,0.243,Right,72,Gary Sutherland,185
0.24,0.389189189,False,False,False,True,True,True,101,100,100,1,185,185,0.25,Right,72,Denis Menke,185
0.24,0.389189189,False,False,False,True,True,True,3,0,0,1,185,185,0.251,Right,72,Rob Andrews,185
0.24,0.389189189,False,False,False,True,True,True,45,40,40,1,185,185,0.253,Right,72,Roy Foster,185
0.24,0.378947368,False,False,False,True,True,True,201,200,200,1,190,190,0.241,Right,72,Gene Tenace,190
0.28,0.36,False,False,False,True,True,True,59,50,40,1,200,200,0.288,Right,72,Ron LeFlore,200
0.29,0.358208955,False,False,False,True,True,True,184,180,180,1,200,200,0.295,Right,72,Bob Watson,201
0.26,0.486666667,False,False,False,True,True,True,61,60,60,1,150,150,0.263,Right,73,Manny Trillo,150
0.21,0.442424242,False,False,False,True,True,True,3,0,0,1,165,165,0.22,Right,73,Mike Fischlin,165
0.26,0.429411765,False,False,False,True,True,True,176,170,160,1,170,170,0.261,Right,73,Don Money,170
0.24,0.417142857,False,False,False,True,True,True,112,110,100,1,175,175,0.246,Right,73,Chris Speier,175
0.15,0.405555556,False,False,False,True,True,True,7,0,0,1,180,180,0.169,Right,73,Phil Niekro,180
0.22,0.405555556,False,False,False,True,True,True,26,20,20,1,180,180,0.232,Right,73,Frank Duffy,180
0.00,0.398907104,True,False,True,True,True,True,0,0,0,1,180,180,0,Right,73,Dave Johnson,183
0.00,0.394594595,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,73,Don Cooper,185
0.14,0.394594595,True,False,False,True,True,True,0,0,0,1,185,185,0.144,Right,73,Don Sutton,185
0.22,0.394594595,False,False,False,True,True,True,34,30,20,1,185,185,0.233,Right,73,Ted Savage,185
0.22,0.394594595,False,False,False,True,True,True,31,30,20,1,185,185,0.234,Right,73,Fred Kendall,185
0.21,0.390374332,False,False,False,True,True,True,30,30,20,1,185,185,0.215,Right,73,Bobby Wine,187
0.17,0.384210526,False,False,False,True,True,True,14,10,0,1,190,190,0.188,Right,73,Bill Plummer,190
0.26,0.384210526,False,False,False,True,True,True,332,330,320,1,190,190,0.268,Right,73,Bobby Bonds,190
0.28,0.384210526,False,False,False,True,True,True,22,20,20,1,190,190,0.283,Right,73,Glenn Beckert,190
0.24,0.380208333,False,False,False,True,True,True,13,10,0,1,190,190,0.243,Right,73,Rick Joseph,192
0.26,0.365,False,False,False,True,True,True,51,50,40,1,200,200,0.259,Right,73,Al Ferrara,200
0.26,0.347619048,False,False,False,True,True,True,25,20,20,1,210,210,0.259,Right,73,Mark Brouhard,210
0.24,0.422857143,False,False,False,True,True,True,14,10,0,1,175,175,0.247,Right,74,Ken Hubbs,175
0.22,0.411111111,False,False,False,True,True,True,3,0,0,1,180,180,0.234,Right,74,Jerry Dybzinski,180
0.24,0.411111111,False,False,False,True,True,True,14,10,0,1,180,180,0.248,Right,74,Rod Gilbreath,180
0.00,0.4,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,74,Shawn Holman,185
0.00,0.389473684,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,74,Tom Dozier,190
0.22,0.389473684,False,False,False,True,True,True,30,30,20,1,190,190,0.226,Right,74,Pete Mackanin,190
0.22,0.389473684,False,False,False,True,True,True,14,10,0,1,190,190,0.231,Right,74,Jim Beauchamp,190
0.22,0.389473684,False,False,False,True,True,True,131,130,120,1,190,190,0.239,Right,74,Ken Harrelson,190
0.00,0.379487179,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,74,Bryan Kelly,195
0.24,0.379487179,False,False,False,True,True,True,73,70,60,1,195,195,0.242,Right,74,Ron Swoboda,195
0.00,0.37,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,74,John Leister,200
0.22,0.37,False,False,False,True,True,True,122,120,120,1,200,200,0.24,Right,74,Joe Ferguson,200
0.24,0.37,False,False,False,True,True,True,21,20,20,1,200,200,0.243,Right,74,Hal Breeden,200
0.24,0.37,False,False,False,True,True,True,28,20,20,1,200,200,0.246,Right,74,Mike Anderson,200
0.26,0.37,False,False,False,True,True,True,179,170,160,1,200,200,0.264,Right,74,Joe Rudi,200
0.29,0.37,False,False,False,True,True,True,382,380,380,1,200,200,0.298,Right,74,Jim Rice,200
0.26,0.360975610,False,False,False,True,True,True,29,20,20,1,205,205,0.266,Right,74,Joe Charboneau,205
0.00,0.352380952,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,74,Terry Wilshusen,210
0.29,0.349056604,False,False,False,True,True,True,252,250,240,1,210,210,0.297,Right,74,Joe Torre,212
0.21,0.344186047,False,False,False,True,True,True,61,60,60,1,215,215,0.212,Right,74,Dave Nicholson,215
0.00,0.428571429,True,False,True,True,True,True,0,0,0,1,175,175,0,Right,75,Eric Hetzel,175
0.24,0.416666667,False,False,False,True,True,True,36,30,20,1,180,180,0.254,Right,75,Bill Almon,180
0.26,0.405405405,False,False,False,True,True,True,166,160,160,1,185,185,0.264,Right,75,Tony Conigliaro,185
0.00,0.401069519,True,False,True,True,True,True,0,0,0,1,185,185,0,Right,75,Chuck Porter,187
0.00,0.394736842,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,75,Jim Lewis,190
0.24,0.384615385,False,False,False,True,True,True,68,60,60,1,195,195,0.255,Right,75,Mike Shannon,195
0.00,0.378787879,True,False,True,True,True,True,0,0,0,1,195,195,0,Right,75,Al Lachowicz,198
0.26,0.369458128,False,False,False,True,True,True,200,200,200,1,200,200,0.262,Right,75,Bill Freehan,203
0.00,0.365853659,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,75,Larry Pashnick,205
0.15,0.365853659,False,False,False,True,True,True,1,0,0,1,205,205,0.162,Right,75,Jim Barr,205
0.00,0.357142857,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,75,Jeff Jones,210
0.24,0.357142857,False,False,False,True,True,True,25,20,20,1,210,210,0.251,Right,75,Jerry Moses,210
0.00,0.4,True,False,True,True,True,True,0,0,0,1,190,190,0,Right,76,Alan Wirth,190
0.00,0.38,True,False,True,True,True,True,0,0,0,1,200,200,0,Right,76,Rick Steirer,200
0.00,0.361904762,True,False,True,True,True,True,0,0,0,1,210,210,0,Right,76,Al Jones,210
0.00,0.323404255,True,False,True,True,True,True,0,0,0,1,235,235,0,Right,76,Dave Lemanczyk,235
0.00,0.375609756,True,False,True,True,True,True,0,0,0,1,205,205,0,Right,77,Clay Christiansen,205
0.00,0.362790698,True,False,True,True,True,True,0,0,0,1,215,215,0,Right,78,Sam Hinds,215
0.00,0.363636364,True,False,True,True,True,True,0,0,0,1,220,220,0,Right,80,Steve Ellsworth,220
0.00,0.326530612,True,False,True,True,True,True,0,0,0,1,245,245,0,Right,80,Stefan Wever,245
